,item_id,labels,en,es-CO,de,context
480,vocab-item-128,vocab,,,,"vocab-item-128
"
481,vocab-item-129,vocab,,,,"vocab-item-129
"
482,vocab-item-130,vocab,,,,"vocab-item-130
"
483,vocab-item-131,vocab,,,,"vocab-item-131
"
484,vocab-item-132,vocab,,,,"vocab-item-132
"
485,vocab-item-133,vocab,,,,"vocab-item-133
"
486,vocab-item-134,vocab,,,,"vocab-item-134
"
487,vocab-item-135,vocab,,,,"vocab-item-135
"
488,vocab-item-136,vocab,,,,"vocab-item-136
"
489,vocab-item-137,vocab,,,,"vocab-item-137
"
490,vocab-item-138,vocab,,,,"vocab-item-138
"
491,vocab-item-139,vocab,,,,"vocab-item-139
"
492,vocab-item-140,vocab,,,,"vocab-item-140
"
493,vocab-item-141,vocab,,,,"vocab-item-141
"
494,vocab-item-142,vocab,,,,"vocab-item-142
"
495,vocab-item-143,vocab,,,,"vocab-item-143
"
496,vocab-item-144,vocab,,,,"vocab-item-144
"
497,vocab-item-145,vocab,,,,"vocab-item-145
"
498,vocab-item-146,vocab,,,,"vocab-item-146
"
499,vocab-item-147,vocab,,,,"vocab-item-147
"
500,vocab-item-148,vocab,,,,"vocab-item-148
"
501,vocab-item-149,vocab,,,,"vocab-item-149
"
502,vocab-item-150,vocab,,,,"vocab-item-150
"
503,vocab-item-151,vocab,,,,"vocab-item-151
"
504,vocab-item-152,vocab,,,,"vocab-item-152
"
505,vocab-item-153,vocab,,,,"vocab-item-153
"
506,vocab-item-154,vocab,,,,"vocab-item-154
"
507,vocab-item-155,vocab,,,,"vocab-item-155
"
508,vocab-item-156,vocab,,,,"vocab-item-156
"
509,vocab-item-157,vocab,,,,"vocab-item-157
"
510,vocab-item-158,vocab,,,,"vocab-item-158
"
511,vocab-item-159,vocab,,,,"vocab-item-159
"
512,vocab-item-160,vocab,,,,"vocab-item-160
"
513,vocab-item-161,vocab,,,,"vocab-item-161
"
514,vocab-item-162,vocab,,,,"vocab-item-162
"
515,vocab-item-163,vocab,,,,"vocab-item-163
"
516,vocab-item-164,vocab,,,,"vocab-item-164
"
517,vocab-item-165,vocab,,,,"vocab-item-165
"
518,vocab-item-166,vocab,,,,"vocab-item-166
"
519,vocab-item-167,vocab,,,,"vocab-item-167
"
520,vocab-item-168,vocab,,,,"vocab-item-168
"
521,vocab-item-169,vocab,,,,"vocab-item-169
"
522,vocab-item-170,vocab,,,,"vocab-item-170
"
523,vocab-instruct-1,vocab,,,,"vocab-instruct-1
"
524,vocab-practice-1,vocab,,,,"vocab-practice-1
"
525,vocab-instruct-2,vocab,,,,"vocab-instruct-2
"
526,vocab-instruct-3,vocab,,,,"vocab-instruct-3
"
527,shared-intro-devices,trog,,,,"shared-intro-devices
"
528,shared-choose-picture-press-arrow,trog,,,,"shared-choose-picture-press-arrow
"
529,shared-intro-replay,trog,,,,"shared-intro-replay
"
530,trog-instr1-matching,trog,,,,"trog-instr1-matching
"
531,ChildSurveyIntro,survey,,,,"ChildSurveyIntro
"
532,Example1Comic,survey,,,,"Example1Comic
"
533,Example2Neat,survey,,,,"Example2Neat
"
534,TeacherNice,survey,,,,"TeacherNice
"
535,TeacherLike,survey,,,,"TeacherLike
"
536,TeacherListen,survey,,,,"TeacherListen
"
537,SchoolFun,survey,,,,"SchoolFun
"
538,SchoolEnjoy,survey,,,,"SchoolEnjoy
"
539,SchoolHappy,survey,,,,"SchoolHappy
"
540,SchoolSafe,survey,,,,"SchoolSafe
"
541,ClassFriends,survey,,,,"ClassFriends
"
542,ClassHelp,survey,,,,"ClassHelp
"
543,ClassPlay,survey,,,,"ClassPlay
"
544,ClassNice,survey,,,,"ClassNice
"
545,LonelySchool,survey,,,,"LonelySchool
"
546,LearningGood,survey,,,,"LearningGood
"
547,SchoolGiveUp,survey,,,,"SchoolGiveUp
"
548,ReadingEnjoy,survey,,,,"ReadingEnjoy
"
549,MathEnjoy,survey,,,,"MathEnjoy
"
550,ReadingGood,survey,,,,"ReadingGood
"
551,MathGood,survey,,,,"MathGood
"
552,GrowthMindSmart,survey,,,,"GrowthMindSmart
"
553,GrowthMindRead,survey,,,,"GrowthMindRead
"
554,GrowthMindMath,survey,,,,"GrowthMindMath
"
555,ChildSurveyRespoonses,survey,,,,"ChildSurveyRespoonses
"
556,ToM-scene7-instruct1,,,,,"ToM-scene7-instruct1
"
557,ToM-scene7-instruct2,,,,,"ToM-scene7-instruct2
"
558,ToM-scene7-instruct3,,,,,"ToM-scene7-instruct3
"
559,ToM-scene7-q1-false_belief,,,,,"ToM-scene7-q1-false_belief
"
560,ToM-scene7-q2-reality_check,,,,,"ToM-scene7-q2-reality_check
"
561,ToM-scene8-instruct1,,,,,"ToM-scene8-instruct1
"
562,ToM-scene8-instruct2,,,,,"ToM-scene8-instruct2
"
563,ToM-scene8-instruct3,,,,,"ToM-scene8-instruct3
"
564,ToM-scene8-q1-false_belief,,,,,"ToM-scene8-q1-false_belief
"
565,top,,,,,"top
"
566,behind,,,,,"behind
"
567,ToM-scene-8-instruct4,,,,,"ToM-scene-8-instruct4
"
568,ToM-scene-8-q2-emotion_reasoning,,,,,"ToM-scene-8-q2-emotion_reasoning
"
569,ToM-scene-8-q3-emotion_reasoning,,,,,"ToM-scene-8-q3-emotion_reasoning
"
570,ToM-scene-8-q4-false_belief,,,,,"ToM-scene-8-q4-false_belief
"
571,ToM-scene-8-q5-false_belief,,,,,"ToM-scene-8-q5-false_belief
"
572,ToM-scene-8-q6-reality_check,,,,,"ToM-scene-8-q6-reality_check
"
573,ToM-scene-8-q7-reality_check,,,,,"ToM-scene-8-q7-reality_check
"
574,ToM-scene-9-instruct1,,,,,"ToM-scene-9-instruct1
"
575,ToM-scene-9-instruct2,,,,,"ToM-scene-9-instruct2
"
576,ToM-scene-9-q1-reality_check,,,,,"ToM-scene-9-q1-reality_check
"
577,hill,,,,,"hill
"
578,cup,,,,,"cup
"
579,ToM-scene-9-q2-false_belief,,,,,"ToM-scene-9-q2-false_belief
"
580,ToM-scene-9-q3-reality_check,,,,,"ToM-scene-9-q3-reality_check
"
581,hillsbook,,,,,"hillsbook
"
582,cupbook,,,,,"cupbook
"
583,ToM-scene-9-q4-emotion_reasoning,,,,,"ToM-scene-9-q4-emotion_reasoning
"
584,ToM-scene-10-instruct1,,,,,"ToM-scene-10-instruct1
"
585,ToM-scene-10-instruct2,,,,,"ToM-scene-10-instruct2
"
586,ToM-scene-10-q1-emotion_reasoning,,,,,"ToM-scene-10-q1-emotion_reasoning
"
587,ToM-scene-10-q2-emotion_reasoning,,,,,"ToM-scene-10-q2-emotion_reasoning
"
588,ToM-scene-10-instruct3,,,,,"ToM-scene-10-instruct3
"
589,ToM-scene-10-q3-reality_check,,,,,"ToM-scene-10-q3-reality_check
"
590,ToM-scene-10-q4-reality_check,,,,,"ToM-scene-10-q4-reality_check
"
591,ToM-scene-10-instruct4,,,,,"ToM-scene-10-instruct4
"
592,ToM-scene-10-q5-false_belief,,,,,"ToM-scene-10-q5-false_belief
"
593,ToM-scene-10-q6-reality_check,,,,,"ToM-scene-10-q6-reality_check
"
594,ToM-scene-11-instruct1,,,,,"ToM-scene-11-instruct1
"
595,ToM-scene-11-instruct2,,,,,"ToM-scene-11-instruct2
"
596,ToM-scene-11-q1-reference,,,,,"ToM-scene-11-q1-reference
"
597,ToM-scene-11-q2-reality_check,,,,,"ToM-scene-11-q2-reality_check
"
598,baseball,,,,,"baseball
"
599,soccerball,,,,,"soccerball
"
600,basketball,,,,,"basketball
"
601,ToM-scene-11-q3-emotion_reasoning,,,,,"ToM-scene-11-q3-emotion_reasoning
"
602,ToM-scene-11-q4-emotion_reasoning,,,,,"ToM-scene-11-q4-emotion_reasoning
"
603,ToM-scene-12-instruct1,,,,,"ToM-scene-12-instruct1
"
604,ToM-scene-12-instruct2,,,,,"ToM-scene-12-instruct2
"
605,ToM-scene-12-q1-false_belief,,,,,"ToM-scene-12-q1-false_belief
"
606,ToM-scene-12-instruct3,,,,,"ToM-scene-12-instruct3
"
607,ToM-scene-12-q2-false_belief,,,,,"ToM-scene-12-q2-false_belief
"
608,ToM-scene-12-q3-false_belief,,,,,"ToM-scene-12-q3-false_belief
"
609,greenball,,,,,"greenball
"
610,redball,,,,,"redball
"
611,purpleball,,,,,"purpleball
"
612,ToM-scene-12-instruct4,,,,,"ToM-scene-12-instruct4
"
613,ToM-scene-12-q4-reality_check,,,,,"ToM-scene-12-q4-reality_check
"
614,ToM-scene-12-q5-reality_check,,,,,"ToM-scene-12-q5-reality_check
"
615,ToM-scene-12-instruct5,,,,,"ToM-scene-12-instruct5
"
